label,text
ham,I have lost 10 kilos as of today!
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or 1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
ham,Where u been hiding stranger?
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING & HAVE A SMILEY SUNDAY..:)
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!"
ham,Ok enjoy . R u there in home.
ham,"Just sent you an email to an address with incomm in it, is that right?"
ham,"Until 545 lor... Ya, can go 4 dinner together..."
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
ham,I will come tomorrow di
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?
ham,Beerage?
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim 5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
ham,I will reach ur home in <#> minutes
ham,I have no money 4 steve mate! !
ham,R u over scratching it?
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
ham,Hi.:)technical support.providing assistance to us customer through call and email:)
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, 3 per pole. UnSub 08718727870."
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
ham,Then _ wait 4 me at bus stop aft ur lect lar. If i dun c _ then i go get my car then come back n pick _.
ham,Wat time u finish ur lect today?
ham,Its a big difference. <#> versus <#> every <#> hrs
ham,Argh why the fuck is nobody in town ;_;
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
ham,"Yeah I am, so I'll leave maybe 7ish?"
ham,"Aight that'll work, thanks"
ham,Thank you baby! I cant wait to taste the real thing...
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only 1.50/week. SavaMob - offers mobile!"
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,Thats cool. Where should i cum? On you or in you? :)
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
ham,Dude sux for snake. He got old and raiden got buff
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
ham,Networking job is there.
ham,So that means you still think of teju
ham,Kent vale lor... wait 4 me there ar?
ham,No he didn't. Spring is coming early yay!
ham,Package all your programs well
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
ham,Gibbs unsold.mike hussey
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
ham,How much did ur hdd casing cost.
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
ham,You could have seen me..i did't recognise you Face.:)
spam,Urgent Please call 09066612661 from landline. 5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or 250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
ham,Thanks for loving me so. You rock
ham,My sister going to earn more than me da.
ham,Yup... How _ noe leh...
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,"I jus hope its true that missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
ham,Having lunch:)you are not in online?why?
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
ham,How was txting and driving
ham,Yo dude guess who just got arrested the other day
ham,K go and sleep well. Take rest:-).
ham,Me n him so funny...
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
ham,\YEH I AM DEF UP4 SOMETHING SAT
ham,How much i gave to you. Morning.
ham,Happy New Year Princess!
spam,"URGENT!! Your 4* Costa Del Sol Holiday or 5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost 1.50/pm, Max10mins"
ham,\Keep ur problems in ur heart
ham,If I was I wasn't paying attention
ham,I'm done...
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
ham,"It's cool, let me know before it kicks off around <#> , I'll be out and about all day"
ham,Ok c _ then.
ham,Okey dokey swashbuckling stuff what oh.
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
ham,"Yes but i dont care! I need you bad, princess!"
ham,I am in tirupur. call you da.
ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R
ham,Lemme know when you're here
ham,"Goodmorning, today i am late for 2hrs. Because of back pain."
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY <#> /7 NEVER STUDY just to be safe
ham,"Yes obviously, but you are the eggs-pert and the potato head _ Speak soon!"
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
ham,Are you willing to go for aptitude class.
ham,Yes:)here tv is always available in work place..
ham,I dont want to hear philosophy. Just say what happen
ham,I knew it... U slept v late yest? Wake up so late...
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...
ham,"Sorry, I can't text & drive coherently, see you in twenty"
ham,When you are big..| God will bring success.
ham,U can call me now...
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao..."
ham,"Cool, I'll text you in a few"
ham,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
ham,"Thanx 4 the time we ve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
ham,Or I guess <#> min
ham,Thanks and ! Or bomb and date as my phone wanted to say!
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only 1.50/wk."""
ham,Ok how you dear. Did you call chechi
ham,Hui xin is in da lib.
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY 1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer..."
ham,S..antha num corrct dane
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
ham,I will spoil you in bed as well :)
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
ham,S:)but he had some luck.2 catches put down:)
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
ham,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled & answered: . . \""She is fine!\"" Gudnite"""
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
ham,"Aight, lemme know what's up"
ham,Can i meet _ at 5.. As 4 where depends on where _ wan 2 in lor..
ham,No b4 Thursday
ham,Are there TA jobs available? Let me know please cos i really need to start working
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,Hey tmr meet at bugis 930 ?
ham,Once free call me sir.
ham,Thnx dude. u guys out 2nite?
ham,I doubt you could handle 5 times per night in any case...
ham,Ambrith..madurai..met u in arun dha marrge..remembr?
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
spam,URGENT We are trying to contact you Last weekends draw shows u have won a 1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
ham,I want to lick your pussy now...
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham,10 min later k...
ham,Can come my room but cannot come my house cos my house still messy... Haha...
spam,"URGENT! Your Mobile No. was awarded 2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
ham,K:)k:)good:)study well.
ham,Great! I have to run now so ttyl!
ham,I am great! How are you?
ham,S...i will take mokka players only:)
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,Oh k.i think most of wi and nz players unsold.
ham,Well i will watch shrek in 3D!!B)
ham,Po de :-):):-):-):-). No need job aha.
ham,So wats ur opinion abt him and how abt is character?
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
ham,Ok.ok ok..then..whats ur todays plan
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
ham,No but the bluray player can
ham,"Yeah sure, give me a couple minutes to track down my wallet"
ham,"Sorry, I'll call later In meeting."
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham,Left dessert. U wan me 2 go suntec look 4 u?
spam,RGENT! This is the 2nd attempt to contact U!U have WON 1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max 7. 50
ham,Lol your always so convincing.
ham,"Aight, I'll hit you up when I get some cash"
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
ham,I want snow. It's just freezing and windy.
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,Hey mate. Spoke to the mag people. We re on. the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
ham,I ask if u meeting da ge tmr nite...
ham,Aiyo a bit pai seh _ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
ham,Now? I'm going out 4 dinner soon..
ham,Hey check it da. I have listed da.
ham,"Me not waking up until 4 in the afternoon, sup"
ham,What he said is not the matter. My mind saying some other matter is there.
ham,Stop knowing me so well!
ham,"Pity, * was in mood for that. So...any other suggestions?"
ham,Tiwary to rcb.battle between bang and kochi.
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
spam,URGENT! Your Mobile number has been awarded with a 2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
ham,ILL B DOWN SOON
ham,That's the way you should stay oh.
ham,I dont want to hear anything
ham,Take us out shopping and Mark will distract Isaiah.=D
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
ham,I accidentally brought em home in the box
ham,I love to wine and dine my lady!
ham,I know you are serving. I mean what are you doing now.
ham,Remember on that day..
ham,Prepare to be pleasured :)
ham,At 7 we will go ok na.
ham,Then ur physics get a-?
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham,I'm in chennai velachery:)
ham,I havent add _ yet right..
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!
ham,Rats. Hey did u ever vote for the next themes?
ham,Reckon need to be in town by eightish to walk from * carpark.
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
ham,7 at esplanade.. Do _ mind giving me a lift cos i got no car today..
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
ham,"Well, I meant as opposed to my drunken night of before"
ham,Its going good...no problem..but still need little experience to understand american customer voice...
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
ham,Oh that was a forwarded message. I thought you send that to me
ham,Nite...
ham,Ok i am on the way to railway
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,Yes :)it completely in out of form:)clark also utter waste.
ham,soon you will have the real thing princess! Do i make you wet? :)
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
ham,Oh ok wait 4 me there... My lect havent finish
ham,"Some friends want me to drive em someplace, probably take a while"
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
ham,Why are u up so early?
ham,Dude im no longer a pisces. Im an aquarius now.
ham,Ok. I only ask abt e movie. U wan ktv oso?
spam,Call FREEPHONE 0800 542 0578 now!
ham,Dont you have message offer
ham,Ok lor... Or u wan me go look 4 u?
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
ham,Ok leave no need to ask
ham,Then we wait 4 u lor... No need 2 feel bad lar...
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,"Sorry pa, i dont knw who ru pa?"
ham,Well if I'm that desperate I'll just call armand again
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
ham,Sorry completely forgot * will pop em round this week if your still here?
ham,But i have to. I like to have love and arrange.
ham,I've reached home finally...
ham,I hope you know I'm still mad at you.
ham,When did you get to the library
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot _ not interested.
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
ham,"Yeah why not, is the gang all ready"
ham,"Well the general price is <#> /oz, let me know if/when/how much you want"
ham,As in different styles?
ham,Going on nothing great.bye
ham,I'm leaving my house now...
ham,Done it but internet connection v slow and can t send it. Will try again later or first thing tomo.
ham,Hi dude hw r u da realy mising u today
spam,FREE entry into our 250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
ham,But i'm surprised she still can guess right lor...
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
ham,Can you pls send me that company name. In saibaba colany
ham,Good night my dear.. Sleepwell&Take care
ham,I dont know oh. Hopefully this month.
ham,No..its ful of song lyrics..
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
ham,Dude ive been seeing a lotta corvettes lately
ham,I'm good. Have you registered to vote?
ham,ok. I am a gentleman and will treat you with dignity and respect.
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play 250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
ham,"Alright omw, gotta change my order to a half8th"
spam,Todays Voda numbers ending with 7634 are selected to receive a 350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
ham,R u sure they'll understand that! Wine * good idea just had a slurp!
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,What year. And how many miles.
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !
spam,URGENT This is our 2nd attempt to contact U. Your 900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
ham,Friends that u can stay on fb chat with
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
ham,Both :) i shoot big loads so get ready!
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
ham,Aight ill get on fb in a couple minutes
ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
ham,Tomarrow final hearing on my laptop case so i cant.
ham,"Fuuuuck I need to stop sleepin, sup"
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
ham,Dhoni have luck to win some big title.so we will win:)
ham,At WHAT TIME should i come tomorrow
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
ham,Hey... Why dont we just go watch x men and have lunch... Haha
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
ham,You are gorgeous! keep those pix cumming :) thank you!
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay"
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY 1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
ham,Ok thanx... Take care then...
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
ham,"Greetings me, ! Consider yourself excused."
ham,;-) ok. I feel like john lennon.
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
ham,"Nah I don't think he goes to usf, he lives around here though"
ham,Are you ok. What happen to behave like this
ham,Are you staying in town ?
ham,Is toshiba portege m100 gd?
ham,Dad went out oredi...
ham,Big brother s really scraped the barrel with this shower of social misfits
ham,No da. . Vijay going to talk in jaya tv
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
ham,K..k...from tomorrow onwards started ah?
ham,"Yeah, give me a call if you've got a minute"
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
ham,No. I.ll meet you in the library
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
ham,"That's good, because I need drugs"
spam,You have an important customer service announcement from PREMIER.
ham,Yup...
ham,Moji i love you more than words. Have a rich day
ham,I told your number to gautham..
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
ham,Really do hope the work doesnt get stressful. Have a gr8 day.
ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
ham,Dear we got <#> dollars hi hi
ham,"Well, I was about to give up cos they all said no they didn t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
ham,"Nah, I'm a perpetual DD"
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there
ham,"Sir, I am waiting for your mail."
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
ham,"2 celebrate my b day, y else?"
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
ham,Y _ wan to go there? C doctor?
ham,Why tired what special there you had
ham,Ugh fuck it I'm resubbing to eve
ham,But your brother transfered only <#> + <#> . Pa.
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
ham,Life style garments account no please.
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
ham,Happy birthday... May all ur dreams come true...
ham,You give us back my id proof and <#> rs. We wont allow you to work. We will come to your home within days
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a 500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
ham,Yo sorry was in the shower sup
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
ham,meet you in corporation st outside gap _ you can see how my mind is working!
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
ham,and picking them up from various points
ham,At 4. Let's go to bill millers
ham,It's ok lar. U sleep early too... Nite...
ham,Anything...
ham,If I get there before you after your ten billion calls and texts so help me god
ham,"Watching cartoon, listening music & at eve had to go temple & church.. What about u?"
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
ham,Dont know you bring some food
ham,Ok..
ham,Hi here. have birth at on the to at 8lb 7oz. Mother and baby doing brilliantly.
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
ham,"Hi this is yijue, can i meet u at 11 tmr?"
ham,What time you coming down later?
spam,<Forwarded from 88877>FREE entry into our 250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
ham,i felt so...not any conveying reason.. Ese he... What about me?
ham,"Dear, take care. I am just reaching home.love u a lot."
ham,Well that must be a pain to catch
ham,Can't take any major roles in community outreach. You rock mel
ham,Aiyar sorry lor forgot 2 tell u...
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,Sorry i'm not free...
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,I dunno they close oredi not... v ma fan...
ham,What time. I m out until prob 3 or so
ham,"Hey , is * rite u put 10 evey mnth is that all?"
ham,I've reached home n i bathe liao... U can call me now...
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
ham,I'll probably be around mu a lot
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
ham,Bring home some Wendy =D
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat..."
ham,I don't run away frm u... I walk slowly & it kills me that u don't care enough to stop me...
ham,Hey gals...U all wanna meet 4 dinner at n te?
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,Hey what's up charles sorry about the late reply.
spam,Money i have won wining number 946 wot do i do next
ham,"Vikky, come around <TIME> .."
ham,Thanks for sending this mental ability question..
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Thats cool princess! I will cover your face in hot sticky cum :)
ham,Ok then i will come to ur home after half an hour
ham,I could ask carlos if we could get more if anybody else can chip in
ham,....photoshop makes my computer shut down.
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
ham,"Oops I did have it, <#> ?"
ham,Umma my life and vava umma love you lot dear
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel
