"AUDIT_ID","ACTION_TYPE","ENTITY_TYPE","ENTITY_ID","FIELD_CHANGED","OLD_VALUE","NEW_VALUE","CHANGE_SUMMARY","USER_ID","USER_ROLE","IP_ADDRESS","ACTION_TIMESTAMP"
6706,REVIEW_ALERT,ALERT,19565,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: MEDIUM. Joule analysis confirmed threshold breach pattern. Proceeding with standard review.,manager_raghavan,COMPLIANCE_MANAGER,"10.65.109.251",2025-06-12 16:37:58.000
6707,REVIEW_ALERT,ALERT,19566,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: CRITICAL. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.66.110.2",2024-11-23 14:19:34.000
6708,REVIEW_ALERT,ALERT,19567,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: MEDIUM. Joule analysis confirmed geographic risk signal. Proceeding with standard review.,officer_tanaka,COMPLIANCE_OFFICER,"10.67.111.9",2024-01-28 01:43:42.000
6709,REVIEW_ALERT,ALERT,19568,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,officer_dubois,COMPLIANCE_OFFICER,"10.68.112.16",2025-12-27 05:25:29.000
6710,ESCALATE_ALERT,ALERT,19568,ASSIGNED_TO,officer_dubois,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.68.112.16",2025-12-27 08:25:29.000
6711,REVIEW_ALERT,ALERT,19569,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,analyst_chen,AML_ANALYST,"10.69.113.23",2026-01-22 13:23:00.000
6712,REVIEW_ALERT,ALERT,19570,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,analyst_patel,AML_ANALYST,"10.70.114.30",2024-02-28 01:36:31.000
6713,ESCALATE_ALERT,ALERT,19570,ASSIGNED_TO,analyst_patel,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.70.114.30",2024-02-28 03:36:31.000
6714,REVIEW_ALERT,ALERT,19571,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: MEDIUM. Joule analysis confirmed velocity anomaly. Proceeding with standard review.,analyst_okonkwo,AML_ANALYST,"10.71.115.37",2024-10-19 23:03:38.000
6715,REVIEW_ALERT,ALERT,19572,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: MEDIUM. Joule analysis confirmed geographic risk signal. Proceeding with standard review.,analyst_silva,AML_ANALYST,"10.72.116.44",2025-02-22 16:34:42.000
6716,REVIEW_ALERT,ALERT,19573,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_kim,AML_ANALYST,"10.73.117.51",2025-09-30 05:05:33.000
6717,ESCALATE_ALERT,ALERT,19573,ASSIGNED_TO,analyst_kim,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.73.117.51",2025-09-30 07:05:33.000
6718,REVIEW_ALERT,ALERT,19574,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,senior_marchetti,SENIOR_ANALYST,"10.74.118.58",2026-05-05 12:25:50.000
6719,ESCALATE_ALERT,ALERT,19574,ASSIGNED_TO,senior_marchetti,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.74.118.58",2026-05-05 15:25:50.000
6720,REVIEW_ALERT,ALERT,19575,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,senior_okafor,SENIOR_ANALYST,"10.75.119.65",2026-05-10 07:01:04.000
6721,REVIEW_ALERT,ALERT,19576,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: MEDIUM. Joule analysis confirmed velocity anomaly. Proceeding with standard review.,manager_raghavan,COMPLIANCE_MANAGER,"10.76.120.72",2024-06-16 10:11:22.000
6722,REVIEW_ALERT,ALERT,19577,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: HIGH. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.77.121.79",2024-04-07 21:23:54.000
6723,ESCALATE_ALERT,ALERT,19577,ASSIGNED_TO,manager_fernandez,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.77.121.79",2024-04-08 00:23:54.000
6724,REVIEW_ALERT,ALERT,19578,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: MEDIUM. Joule analysis confirmed counterparty exposure. Proceeding with standard review.,officer_tanaka,COMPLIANCE_OFFICER,"10.78.122.86",2026-02-04 00:57:02.000
6725,REVIEW_ALERT,ALERT,19579,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,officer_dubois,COMPLIANCE_OFFICER,"10.79.123.93",2025-04-16 06:54:14.000
6726,ESCALATE_ALERT,ALERT,19579,ASSIGNED_TO,officer_dubois,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.79.123.93",2025-04-16 08:54:14.000
6727,REVIEW_ALERT,ALERT,19580,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,analyst_chen,AML_ANALYST,"10.80.124.100",2024-04-07 03:45:17.000
6728,ESCALATE_ALERT,ALERT,19580,ASSIGNED_TO,analyst_chen,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.80.124.100",2024-04-07 06:45:17.000
6729,REVIEW_ALERT,ALERT,19581,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: MEDIUM. Joule analysis confirmed velocity anomaly. Proceeding with standard review.,analyst_patel,AML_ANALYST,"10.81.125.107",2025-04-25 19:44:01.000
6730,REVIEW_ALERT,ALERT,19582,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: MEDIUM. Joule analysis confirmed geographic risk signal. Proceeding with standard review.,analyst_okonkwo,AML_ANALYST,"10.82.126.114",2024-10-16 09:34:51.000
6731,REVIEW_ALERT,ALERT,19583,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_silva,AML_ANALYST,"10.83.127.121",2024-12-06 20:04:46.000
6732,ESCALATE_ALERT,ALERT,19583,ASSIGNED_TO,analyst_silva,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.83.127.121",2024-12-06 23:04:46.000
6733,REVIEW_ALERT,ALERT,19584,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: MEDIUM. Joule analysis confirmed suspicious structuring. Proceeding with standard review.,analyst_kim,AML_ANALYST,"10.84.128.128",2026-06-06 23:27:20.000
6734,REVIEW_ALERT,ALERT,19585,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: MEDIUM. Joule analysis confirmed threshold breach pattern. Proceeding with standard review.,senior_marchetti,SENIOR_ANALYST,"10.85.129.135",2025-05-28 11:05:59.000
6735,REVIEW_ALERT,ALERT,19586,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: CRITICAL. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,senior_okafor,SENIOR_ANALYST,"10.86.130.142",2024-04-22 00:47:25.000
6736,ESCALATE_ALERT,ALERT,19586,ASSIGNED_TO,senior_okafor,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.86.130.142",2024-04-22 03:47:25.000
6737,REVIEW_ALERT,ALERT,19587,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: CRITICAL. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,manager_raghavan,COMPLIANCE_MANAGER,"10.87.131.149",2025-09-12 14:07:04.000
6738,REVIEW_ALERT,ALERT,19588,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.88.132.156",2024-02-16 22:54:11.000
6739,ESCALATE_ALERT,ALERT,19588,ASSIGNED_TO,manager_fernandez,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.88.132.156",2024-02-17 00:54:11.000
6740,REVIEW_ALERT,ALERT,19589,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: MEDIUM. Joule analysis confirmed suspicious structuring. Proceeding with standard review.,officer_tanaka,COMPLIANCE_OFFICER,"10.89.133.163",2025-05-20 01:39:48.000
6741,REVIEW_ALERT,ALERT,19590,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,officer_dubois,COMPLIANCE_OFFICER,"10.90.134.170",2024-12-07 17:40:40.000
6742,REVIEW_ALERT,ALERT,19591,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,analyst_chen,AML_ANALYST,"10.91.135.177",2025-10-14 07:46:47.000
6743,ESCALATE_ALERT,ALERT,19591,ASSIGNED_TO,analyst_chen,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.91.135.177",2025-10-14 09:46:47.000
6744,REVIEW_ALERT,ALERT,19592,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: CRITICAL. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,analyst_patel,AML_ANALYST,"10.92.136.184",2024-05-12 13:32:20.000
6745,ESCALATE_ALERT,ALERT,19592,ASSIGNED_TO,analyst_patel,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.92.136.184",2024-05-12 16:32:20.000
6746,REVIEW_ALERT,ALERT,19593,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: MEDIUM. Joule analysis confirmed counterparty exposure. Proceeding with standard review.,analyst_okonkwo,AML_ANALYST,"10.93.137.191",2025-04-21 15:31:24.000
6747,REVIEW_ALERT,ALERT,19594,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: MEDIUM. Joule analysis confirmed suspicious structuring. Proceeding with standard review.,analyst_silva,AML_ANALYST,"10.94.138.198",2026-01-15 11:38:36.000
6748,REVIEW_ALERT,ALERT,19595,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: CRITICAL. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,analyst_kim,AML_ANALYST,"10.95.139.205",2024-01-09 15:24:29.000
6749,ESCALATE_ALERT,ALERT,19595,ASSIGNED_TO,analyst_kim,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.95.139.205",2024-01-09 18:24:29.000
6750,REVIEW_ALERT,ALERT,19596,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,senior_marchetti,SENIOR_ANALYST,"10.96.140.212",2025-04-19 15:43:20.000
6751,REVIEW_ALERT,ALERT,19597,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: MEDIUM. Joule analysis confirmed geographic risk signal. Proceeding with standard review.,senior_okafor,SENIOR_ANALYST,"10.97.141.219",2024-09-18 14:32:25.000
6752,REVIEW_ALERT,ALERT,19598,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,manager_raghavan,COMPLIANCE_MANAGER,"10.98.142.226",2026-01-30 04:30:32.000
6753,ESCALATE_ALERT,ALERT,19598,ASSIGNED_TO,manager_raghavan,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.98.142.226",2026-01-30 07:30:32.000
6754,REVIEW_ALERT,ALERT,19599,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.99.143.233",2025-04-26 17:58:16.000
6755,REVIEW_ALERT,ALERT,19600,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: MEDIUM. Joule analysis confirmed threshold breach pattern. Proceeding with standard review.,officer_tanaka,COMPLIANCE_OFFICER,"10.50.144.240",2025-09-28 11:29:50.000
6756,REVIEW_ALERT,ALERT,19601,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: MEDIUM. Joule analysis confirmed velocity anomaly. Proceeding with standard review.,officer_dubois,COMPLIANCE_OFFICER,"10.51.145.247",2026-04-09 22:53:42.000
6757,REVIEW_ALERT,ALERT,19602,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: MEDIUM. Joule analysis confirmed geographic risk signal. Proceeding with standard review.,analyst_chen,AML_ANALYST,"10.52.146.254",2024-02-11 10:40:44.000
6758,REVIEW_ALERT,ALERT,19603,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_patel,AML_ANALYST,"10.53.147.5",2024-06-17 02:46:34.000
6759,ESCALATE_ALERT,ALERT,19603,ASSIGNED_TO,analyst_patel,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.53.147.5",2024-06-17 04:46:34.000
6760,REVIEW_ALERT,ALERT,19604,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,analyst_okonkwo,AML_ANALYST,"10.54.148.12",2026-02-06 14:34:25.000
6761,ESCALATE_ALERT,ALERT,19604,ASSIGNED_TO,analyst_okonkwo,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.54.148.12",2026-02-06 17:34:25.000
6762,REVIEW_ALERT,ALERT,19605,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: MEDIUM. Joule analysis confirmed threshold breach pattern. Proceeding with standard review.,analyst_silva,AML_ANALYST,"10.55.149.19",2025-04-01 15:03:11.000
6763,REVIEW_ALERT,ALERT,19606,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: CRITICAL. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,analyst_kim,AML_ANALYST,"10.56.150.26",2026-06-07 19:38:27.000
6764,ESCALATE_ALERT,ALERT,19606,ASSIGNED_TO,analyst_kim,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.56.150.26",2026-06-07 21:38:27.000
6765,REVIEW_ALERT,ALERT,19607,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: CRITICAL. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,senior_marchetti,SENIOR_ANALYST,"10.57.151.33",2024-05-02 10:11:28.000
6766,ESCALATE_ALERT,ALERT,19607,ASSIGNED_TO,senior_marchetti,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.57.151.33",2024-05-02 13:11:28.000
6767,REVIEW_ALERT,ALERT,19608,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,senior_okafor,SENIOR_ANALYST,"10.58.152.40",2026-04-22 21:26:12.000
6768,REVIEW_ALERT,ALERT,19609,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,manager_raghavan,COMPLIANCE_MANAGER,"10.59.153.47",2024-08-24 10:43:51.000
6769,ESCALATE_ALERT,ALERT,19609,ASSIGNED_TO,manager_raghavan,senior_okafor,Alert escalated to SENIOR_ANALYST due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.59.153.47",2024-08-24 12:43:51.000
6770,REVIEW_ALERT,ALERT,19610,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: CRITICAL. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,manager_fernandez,COMPLIANCE_MANAGER,"10.60.154.54",2025-10-09 20:19:01.000
6771,ESCALATE_ALERT,ALERT,19610,ASSIGNED_TO,manager_fernandez,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.60.154.54",2025-10-09 23:19:01.000
6772,REVIEW_ALERT,ALERT,19611,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,officer_tanaka,COMPLIANCE_OFFICER,"10.61.155.61",2024-01-13 19:00:44.000
6773,REVIEW_ALERT,ALERT,19612,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: MEDIUM. Joule analysis confirmed geographic risk signal. Proceeding with standard review.,officer_dubois,COMPLIANCE_OFFICER,"10.62.156.68",2025-01-23 08:34:03.000
6774,REVIEW_ALERT,ALERT,19613,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_chen,AML_ANALYST,"10.63.157.75",2026-05-17 04:48:40.000
6775,ESCALATE_ALERT,ALERT,19613,ASSIGNED_TO,analyst_chen,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.63.157.75",2026-05-17 07:48:40.000
6776,REVIEW_ALERT,ALERT,19614,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,analyst_patel,AML_ANALYST,"10.64.158.82",2025-07-23 09:16:49.000
6777,REVIEW_ALERT,ALERT,19615,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: MEDIUM. Joule analysis confirmed threshold breach pattern. Proceeding with standard review.,analyst_okonkwo,AML_ANALYST,"10.65.159.89",2025-12-17 11:47:58.000
6778,REVIEW_ALERT,ALERT,19616,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: MEDIUM. Joule analysis confirmed velocity anomaly. Proceeding with standard review.,analyst_silva,AML_ANALYST,"10.66.160.96",2024-03-17 18:38:06.000
6779,REVIEW_ALERT,ALERT,19617,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: HIGH. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,analyst_kim,AML_ANALYST,"10.67.161.103",2024-09-13 07:26:38.000
6780,REVIEW_ALERT,ALERT,19618,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: SUSPICIOUS_PATTERN. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,senior_marchetti,SENIOR_ANALYST,"10.68.162.110",2025-08-23 17:50:35.000
6781,ESCALATE_ALERT,ALERT,19618,ASSIGNED_TO,senior_marchetti,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.68.162.110",2025-08-23 19:50:35.000
6782,REVIEW_ALERT,ALERT,19619,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: HIGH. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,senior_okafor,SENIOR_ANALYST,"10.69.163.117",2026-06-26 09:57:35.000
6783,ESCALATE_ALERT,ALERT,19619,ASSIGNED_TO,senior_okafor,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.69.163.117",2026-06-26 12:57:35.000
6784,REVIEW_ALERT,ALERT,19620,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: CRITICAL. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,manager_raghavan,COMPLIANCE_MANAGER,"10.70.164.124",2025-04-08 04:08:11.000
6785,REVIEW_ALERT,ALERT,19621,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: MEDIUM. Joule analysis confirmed velocity anomaly. Proceeding with standard review.,manager_fernandez,COMPLIANCE_MANAGER,"10.71.165.131",2024-12-15 16:51:14.000
6786,REVIEW_ALERT,ALERT,19622,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: HIGH. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,officer_tanaka,COMPLIANCE_OFFICER,"10.72.166.138",2024-02-07 13:58:39.000
6787,ESCALATE_ALERT,ALERT,19622,ASSIGNED_TO,officer_tanaka,manager_raghavan,Alert escalated to COMPLIANCE_MANAGER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,manager_raghavan,COMPLIANCE_MANAGER,"10.72.166.138",2024-02-07 16:58:39.000
6788,REVIEW_ALERT,ALERT,19623,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: COUNTERPARTY_RISK. Priority: CRITICAL. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,officer_dubois,COMPLIANCE_OFFICER,"10.73.167.145",2026-03-31 08:11:22.000
6789,REVIEW_ALERT,ALERT,19624,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: CRITICAL. Joule analysis confirmed suspicious structuring. Proceeding with enhanced investigation.,analyst_chen,AML_ANALYST,"10.74.168.152",2024-02-02 15:27:55.000
6790,ESCALATE_ALERT,ALERT,19624,ASSIGNED_TO,analyst_chen,officer_tanaka,Alert escalated to COMPLIANCE_OFFICER due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_tanaka,COMPLIANCE_OFFICER,"10.74.168.152",2024-02-02 17:27:55.000
6791,REVIEW_ALERT,ALERT,19625,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: HIGH. Joule analysis confirmed threshold breach pattern. Proceeding with enhanced investigation.,analyst_patel,AML_ANALYST,"10.75.169.159",2025-03-02 20:55:44.000
6792,ESCALATE_ALERT,ALERT,19625,ASSIGNED_TO,analyst_patel,officer_dubois,Alert escalated to COMPLIANCE_OFFICER due to HIGH priority. Joule risk score indicates elevated exposure. Requires senior review.,officer_dubois,COMPLIANCE_OFFICER,"10.75.169.159",2025-03-02 23:55:44.000
6793,REVIEW_ALERT,ALERT,19626,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: VELOCITY_ANOMALY. Priority: HIGH. Joule analysis confirmed velocity anomaly. Proceeding with enhanced investigation.,analyst_okonkwo,AML_ANALYST,"10.76.170.166",2025-07-04 13:43:40.000
6794,REVIEW_ALERT,ALERT,19627,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: THRESHOLD_BREACH. Priority: CRITICAL. Joule analysis confirmed geographic risk signal. Proceeding with enhanced investigation.,analyst_silva,AML_ANALYST,"10.77.171.173",2025-11-30 02:55:35.000
6795,ESCALATE_ALERT,ALERT,19627,ASSIGNED_TO,analyst_silva,senior_okafor,Alert escalated to SENIOR_ANALYST due to CRITICAL priority. Joule risk score indicates elevated exposure. Requires senior review.,senior_okafor,SENIOR_ANALYST,"10.77.171.173",2025-11-30 04:55:35.000
6796,REVIEW_ALERT,ALERT,19628,STATUS,OPEN,INVESTIGATING,Alert reviewed. Type: HIGH_RISK_GEOGRAPHY. Priority: HIGH. Joule analysis confirmed counterparty exposure. Proceeding with enhanced investigation.,analyst_kim,AML_ANALYST,"10.78.172.180",2025-09-17 03:26:03.000
