"EXPLANATION_ID","ALERT_ID","TRANSACTION_ID","COMPANY_ID","EXPLANATION_TYPE","EXPLANATION_TEXT","CONFIDENCE_SCORE","INPUT_CONTEXT","MODEL_VERSION","USER_RATING","USER_FEEDBACK","GENERATED_AT"
22212,17212,91223,3946,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.8735,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22213,17213,26870,2667,ALERT_SUMMARY,Transaction amount breaches the high-value monitoring threshold. Amount is 2.7x above the company's historical monthly average.,0.8304,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22214,17214,87419,635,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.9026,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22215,17215,106773,1838,RISK_DRIVER,"Key risk factors: Pattern match confidence 22% (score: 19), moderate amount profile (score: 45), moderate counterparty risk (score: 27).",0.8330,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22216,17216,69440,3807,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.9686,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22217,17217,18685,1243,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.8720,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22218,17218,146942,1085,RECOMMENDATION,Review transaction documentation and verify business purpose. Update monitoring watchlist if pattern continues.,0.9394,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22219,17219,35411,50,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.7520,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22220,17220,82607,3577,RECOMMENDATION,Log for trend monitoring. No immediate action required unless pattern repeats within 30 days.,0.8296,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22221,17221,111740,1518,ALERT_SUMMARY,"Transaction amount of $114,000 significantly exceeds the company's 90-day average of $38,000, triggering a critical threshold breach alert requiring immediate review.",0.9580,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22222,17222,68011,351,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.9613,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22223,17223,82623,2300,ALERT_SUMMARY,Transaction frequency spike detected. Company has exceeded its typical weekly transaction count within a single day.,0.9705,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22224,17224,137984,1087,RECOMMENDATION,Review transaction documentation and verify business purpose. Update monitoring watchlist if pattern continues.,0.9537,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22225,17225,79597,4347,RISK_DRIVER,"Key risk factors: Counterparty risk score 78, active sanctions match, elevated destination jurisdiction (score: 61), EXPIRED KYC status.",0.9607,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22226,17226,66144,2368,ALERT_SUMMARY,Beneficiary entity has direct sanctions list exposure (OFAC SDN). Transaction to this counterparty is prohibited without prior compliance approval.,0.8388,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22227,17227,117050,1809,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.9165,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22228,17228,143521,4824,ALERT_SUMMARY,"Transaction amount of $114,000 significantly exceeds the company's 90-day average of $38,000, triggering a critical threshold breach alert requiring immediate review.",0.9596,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22229,17229,139272,4199,RISK_DRIVER,"Key risk factors: Amount 1.7x above baseline average (score: 52), moderate geographic exposure (score: 21), normal transaction frequency (score: 11).",0.8683,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22230,17230,57923,3922,RECOMMENDATION,Escalate to Senior Compliance Officer immediately. Place hold on transaction pending investigation. Initiate SAR drafting process.,0.8525,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22231,17231,85612,1654,ALERT_SUMMARY,Minor pattern deviation noted. Transaction subtype and beneficiary combination is atypical for this company segment.,0.8182,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22232,17232,16181,4530,RECOMMENDATION,Log for trend monitoring. No immediate action required unless pattern repeats within 30 days.,0.7943,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22233,17233,114846,3373,RECOMMENDATION,Escalate to Senior Compliance Officer immediately. Place hold on transaction pending investigation. Initiate SAR drafting process.,0.7689,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22234,17234,147909,2602,ALERT_SUMMARY,New counterparty relationship detected. No prior transaction history with this beneficiary in the last 12 months.,0.7885,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22235,17235,43660,1947,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.8726,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22236,17236,26436,4671,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.7651,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22237,17237,129014,1926,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.8948,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22238,17238,61423,4046,ALERT_SUMMARY,Transaction frequency spike detected. Company has exceeded its typical weekly transaction count within a single day.,0.9489,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22239,17239,77539,3928,RISK_DRIVER,"Key risk factors: Counterparty risk score 75, active sanctions match, moderate destination jurisdiction (score: 24), EXPIRED KYC status.",0.9422,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22240,17240,23934,4240,ALERT_SUMMARY,"Transaction pattern matches known structuring typology: multiple sub-threshold transfers to different beneficiaries within 48 hours, consistent with layering activity.",0.8737,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22241,17241,3925,2090,RECOMMENDATION,Log for trend monitoring. No immediate action required unless pattern repeats within 30 days.,0.9521,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22242,17242,127641,1985,RECOMMENDATION,Review transaction documentation and verify business purpose. Update monitoring watchlist if pattern continues.,0.9283,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22243,17243,131223,4537,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.9379,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22244,17244,32630,4650,ALERT_SUMMARY,Counterparty is domiciled in a high-risk jurisdiction with prior adverse media flags. Enhanced counterparty due diligence is required.,0.9218,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22245,17245,89043,1901,ALERT_SUMMARY,Moderate increase in transaction frequency observed over the past 7 days compared to the 90-day baseline.,0.7555,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22246,17246,76963,1975,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.8263,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22247,17247,123926,112,ALERT_SUMMARY,Beneficiary entity has direct sanctions list exposure (OFAC SDN). Transaction to this counterparty is prohibited without prior compliance approval.,0.7668,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22248,17248,3329,4176,ALERT_SUMMARY,"Transaction pattern matches known structuring typology: multiple sub-threshold transfers to different beneficiaries within 48 hours, consistent with layering activity.",0.9327,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22249,17249,115159,337,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.7662,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22250,17250,12737,3879,ALERT_SUMMARY,Transaction routed through a high-risk jurisdiction flagged on the FATF grey list. Destination country has active sanctions exposure and a corruption index below 30.,0.9595,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22251,17251,135782,3426,RISK_DRIVER,"Key risk factors: Amount 1.4x above baseline average (score: 42), moderate geographic exposure (score: 22), normal transaction frequency (score: 1).",0.8392,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22252,17252,43835,4905,RECOMMENDATION,Standard review required within 5 business days. Confirm transaction aligns with client's stated business activity.,0.8430,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22253,17253,61686,2197,RISK_DRIVER,"Key risk factors: Transaction velocity 1.9x above daily baseline (score: 22), anomalous behavioral pattern (score: 89), moderate geography (score: 40).",0.7539,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22254,17254,107725,2444,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.7772,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22255,17255,71913,1443,ALERT_SUMMARY,Transaction amount breaches the high-value monitoring threshold. Amount is 2.8x above the company's historical monthly average.,0.8975,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22256,17256,111520,4294,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.7645,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22257,17257,102908,2640,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.8847,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22258,17258,142691,1468,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.9451,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22259,17259,86505,1720,RISK_DRIVER,"Key risk factors: Counterparty risk score 89, active sanctions match, elevated destination jurisdiction (score: 82), EXPIRED KYC status.",0.9635,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22260,17260,82616,1948,ALERT_SUMMARY,"Transaction amount of $110,400 significantly exceeds the company's 90-day average of $36,800, triggering a critical threshold breach alert requiring immediate review.",0.8167,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22261,17261,130285,2745,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.8193,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22262,17262,40807,3307,ALERT_SUMMARY,"Abnormal transaction velocity detected: 15 transactions initiated within 24 hours, far exceeding the company's baseline daily average. Pattern is consistent with rapid fund movement.",0.8147,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22263,17263,146570,2573,RISK_DRIVER,"Key risk factors: Counterparty risk score 60, no sanctions match, moderate destination jurisdiction (score: 28), VERIFIED KYC status.",0.8377,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22264,17264,30229,4796,RECOMMENDATION,Standard review required within 5 business days. Confirm transaction aligns with client's stated business activity.,0.7571,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22265,17265,47314,2941,ALERT_SUMMARY,Behavioral pattern anomaly detected. Transaction characteristics deviate significantly from the company's established baseline profile.,0.8727,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22266,17266,121472,3587,ALERT_SUMMARY,Transaction amount breaches the high-value monitoring threshold. Amount is 2.8x above the company's historical monthly average.,0.9218,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22267,17267,110156,3692,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.8178,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22268,17268,126488,3537,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.7831,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22269,17269,108553,639,RECOMMENDATION,Review transaction documentation and verify business purpose. Update monitoring watchlist if pattern continues.,0.9540,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22270,17270,143985,4144,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.8990,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22271,17271,46581,2186,ALERT_SUMMARY,Counterparty is domiciled in a high-risk jurisdiction with prior adverse media flags. Enhanced counterparty due diligence is required.,0.8773,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22272,17272,80493,3870,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.7825,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22273,17273,66754,2349,ALERT_SUMMARY,Transaction amount is above the standard monitoring threshold. No prior threshold breaches recorded for this company in the last 90 days.,0.7512,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22274,17274,38683,652,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.8406,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22275,17275,4407,18,RECOMMENDATION,Review transaction documentation and verify business purpose. Update monitoring watchlist if pattern continues.,0.9678,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22276,17276,90445,4949,RISK_DRIVER,"Key risk factors: Counterparty risk score 14, no sanctions match, moderate destination jurisdiction (score: 13), VERIFIED KYC status.",0.7983,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22277,17277,95675,2735,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.9578,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22278,17278,74726,3347,RISK_DRIVER,"Key risk factors: Transaction velocity 2.2x above daily baseline (score: 4), moderate behavioral pattern (score: 4), moderate geography (score: 15).",0.7987,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22279,17279,51828,3355,RECOMMENDATION,Standard review required within 5 business days. Confirm transaction aligns with client's stated business activity.,0.9458,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22280,17280,34668,4081,ALERT_SUMMARY,Moderate increase in transaction frequency observed over the past 7 days compared to the 90-day baseline.,0.7870,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22281,17281,147557,4771,ALERT_SUMMARY,Transaction amount is above the standard monitoring threshold. No prior threshold breaches recorded for this company in the last 90 days.,0.8919,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22282,17282,34719,2471,RISK_DRIVER,"Key risk factors: Amount 1.5x above baseline average (score: 45), elevated geographic exposure (score: 86), normal transaction frequency (score: 7).",0.7947,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22283,17283,111532,2818,ALERT_SUMMARY,Behavioral pattern anomaly detected. Transaction characteristics deviate significantly from the company's established baseline profile.,0.9043,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22284,17284,21932,1344,RECOMMENDATION,Escalate to Senior Compliance Officer immediately. Place hold on transaction pending investigation. Initiate SAR drafting process.,0.9460,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22285,17285,40313,3010,RECOMMENDATION,Standard review required within 5 business days. Confirm transaction aligns with client's stated business activity.,0.8561,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22286,17286,41459,1649,RECOMMENDATION,Log for trend monitoring. No immediate action required unless pattern repeats within 30 days.,0.7668,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22287,17287,55580,2635,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.7655,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22288,17288,134286,3125,ALERT_SUMMARY,Moderate increase in transaction frequency observed over the past 7 days compared to the 90-day baseline.,0.7954,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22289,17289,132145,3725,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.8621,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22290,17290,61718,4591,RISK_DRIVER,"Key risk factors: Counterparty risk score 18, no sanctions match, elevated destination jurisdiction (score: 55), VERIFIED KYC status.",0.8321,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22291,17291,71162,4120,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.9008,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22292,17292,74827,291,ALERT_SUMMARY,Minor pattern deviation noted. Transaction subtype and beneficiary combination is atypical for this company segment.,0.8156,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22293,17293,138598,3030,ALERT_SUMMARY,"Abnormal transaction velocity detected: 14 transactions initiated within 24 hours, far exceeding the company's baseline daily average. Pattern is consistent with rapid fund movement.",0.9570,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22294,17294,105085,3312,RISK_DRIVER,"Key risk factors: Transaction velocity 1.6x above daily baseline (score: 21), moderate behavioral pattern (score: 16), moderate geography (score: 10).",0.8617,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22295,17295,100888,644,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 14), no sanctions exposure, high transaction size (score: 84), cross-border routing.",0.8918,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22296,17296,65699,2672,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 26), no sanctions exposure, moderate transaction size (score: 48), cross-border routing.",0.9095,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22297,17297,125892,2802,ALERT_SUMMARY,Beneficiary entity has direct sanctions list exposure (OFAC SDN). Transaction to this counterparty is prohibited without prior compliance approval.,0.8801,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22298,17298,105259,3124,RISK_DRIVER,"Key risk factors: Counterparty risk score 26, no sanctions match, moderate destination jurisdiction (score: 42), VERIFIED KYC status.",0.9358,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22299,17299,148682,724,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 27), no sanctions exposure, high transaction size (score: 56), cross-border routing.",0.7888,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22300,17300,27750,740,RISK_DRIVER,"Key risk factors: Transaction velocity 1.9x above daily baseline (score: 18), moderate behavioral pattern (score: 1), moderate geography (score: 29).",0.8066,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22301,17301,147991,4434,ALERT_SUMMARY,Transaction routed through a high-risk jurisdiction flagged on the FATF grey list. Destination country has active sanctions exposure and a corruption index below 30.,0.9138,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22302,17302,28705,57,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.8503,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22303,17303,139597,3498,RISK_DRIVER,"Key risk factors: Transaction velocity 2.2x above daily baseline (score: 20), moderate behavioral pattern (score: 6), moderate geography (score: 21).",0.7809,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22304,17304,122966,1853,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.8263,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22305,17305,132595,3476,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 15), no sanctions exposure, high transaction size (score: 72), cross-border routing.",0.8565,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22306,17306,909,409,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 56), no sanctions exposure, high transaction size (score: 53), cross-border routing.",0.9282,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22307,17307,135753,468,RISK_DRIVER,"Key risk factors: Amount 1.5x above baseline average (score: 44), elevated geographic exposure (score: 81), normal transaction frequency (score: 25).",0.8769,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22308,17308,17423,3253,ALERT_SUMMARY,Transaction destination country carries medium geographic risk. Standard enhanced monitoring applied.,0.8985,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22309,17309,77615,3746,ALERT_SUMMARY,"Transaction amount of $120,000 significantly exceeds the company's 90-day average of $40,000, triggering a critical threshold breach alert requiring immediate review.",0.9436,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22310,17310,87836,2231,ALERT_SUMMARY,Transaction amount breaches the high-value monitoring threshold. Amount is 2.9x above the company's historical monthly average.,0.9550,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22311,17311,1375,4893,ALERT_SUMMARY,New counterparty relationship detected. No prior transaction history with this beneficiary in the last 12 months.,0.8105,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22312,17312,90424,1577,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.7676,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22313,17313,134086,4684,ALERT_SUMMARY,Transaction amount is above the standard monitoring threshold. No prior threshold breaches recorded for this company in the last 90 days.,0.9552,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22314,17314,105297,3605,RECOMMENDATION,Escalate to Senior Compliance Officer immediately. Place hold on transaction pending investigation. Initiate SAR drafting process.,0.8953,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22315,17315,79643,1763,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.8831,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22316,17316,2791,4150,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.7989,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22317,17317,25142,4088,ALERT_SUMMARY,Transaction destination country carries medium geographic risk. Standard enhanced monitoring applied.,0.8769,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22318,17318,127382,1943,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.9556,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22319,17319,85005,1789,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.8586,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22320,17320,95961,2987,ALERT_SUMMARY,New counterparty relationship detected. No prior transaction history with this beneficiary in the last 12 months.,0.8341,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22321,17321,89203,4151,ALERT_SUMMARY,"Transaction amount of $110,400 significantly exceeds the company's 90-day average of $36,800, triggering a critical threshold breach alert requiring immediate review.",0.9550,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22322,17322,104133,3362,RECOMMENDATION,Log for trend monitoring. No immediate action required unless pattern repeats within 30 days.,0.9186,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22323,17323,124229,4692,RISK_DRIVER,"Key risk factors: Pattern match confidence 21% (score: 18), moderate amount profile (score: 21), moderate counterparty risk (score: 20).",0.7808,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22324,17324,30143,3548,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.8674,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22325,17325,2389,2299,RISK_DRIVER,"Key risk factors: Pattern match confidence 10% (score: 9), high amount profile (score: 54), moderate counterparty risk (score: 20).",0.8337,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22326,17326,120255,19,ALERT_SUMMARY,Transaction amount breaches the high-value monitoring threshold. Amount is 2.5x above the company's historical monthly average.,0.9024,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22327,17327,48905,3118,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.9074,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22328,17328,40037,3409,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.7823,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22329,17329,73518,3273,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.7912,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22330,17330,96814,1100,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.9017,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22331,17331,111158,841,ALERT_SUMMARY,Transaction frequency spike detected. Company has exceeded its typical weekly transaction count within a single day.,0.9193,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22332,17332,73627,4065,RISK_DRIVER,"Key risk factors: Counterparty risk score 58, no sanctions match, elevated destination jurisdiction (score: 63), VERIFIED KYC status.",0.9660,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22333,17333,118431,987,ALERT_SUMMARY,New counterparty relationship detected. No prior transaction history with this beneficiary in the last 12 months.,0.8003,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22334,17334,30124,3919,RISK_DRIVER,"Key risk factors: Counterparty risk score 54, no sanctions match, elevated destination jurisdiction (score: 56), VERIFIED KYC status.",0.8033,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22335,17335,51514,688,RISK_DRIVER,"Key risk factors: Pattern match confidence 9% (score: 8), high amount profile (score: 71), elevated counterparty risk (score: 53).",0.8350,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22336,17336,53653,3339,ALERT_SUMMARY,Transaction destination country carries medium geographic risk. Standard enhanced monitoring applied.,0.9038,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22337,17337,85876,529,RECOMMENDATION,Log for trend monitoring. No immediate action required unless pattern repeats within 30 days.,0.9588,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22338,17338,108890,3888,RISK_DRIVER,"Key risk factors: Pattern match confidence 15% (score: 13), high amount profile (score: 56), moderate counterparty risk (score: 23).",0.8393,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22339,17339,131840,2624,RISK_DRIVER,"Key risk factors: Counterparty risk score 24, no sanctions match, moderate destination jurisdiction (score: 18), VERIFIED KYC status.",0.9528,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22340,17340,99849,3513,ALERT_SUMMARY,Behavioral pattern anomaly detected. Transaction characteristics deviate significantly from the company's established baseline profile.,0.9755,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22341,17341,84574,311,RISK_DRIVER,"Key risk factors: Transaction velocity 1.8x above daily baseline (score: 19), moderate behavioral pattern (score: 1), moderate geography (score: 24).",0.7737,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22342,17342,73516,2897,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.8957,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22343,17343,16245,3511,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 41), active sanctions exposure, high transaction size (score: 52), cross-border routing.",0.9420,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22344,17344,115279,2548,RISK_DRIVER,"Key risk factors: Pattern match confidence 8% (score: 7), moderate amount profile (score: 49), moderate counterparty risk (score: 26).",0.8831,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22345,17345,101037,3664,RECOMMENDATION,Standard review required within 5 business days. Confirm transaction aligns with client's stated business activity.,0.7900,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
22346,17346,9846,2699,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.8371,{},v1.0.0,,[NULL],2026-06-24 08:19:15.474
